ajhmm
=========== Running FOLD 1 ==============
Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
    0.2683    0.7317


s =

    72

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00243035    0.00388212    0.00421773
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7484    0.2516
    0.2362    0.7638


s =

    73

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00478073    0.00232525    0.00259037
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7519    0.2481
    0.3122    0.6878


s =

    74

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00674887    0.00113988   0.000509887
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7705    0.2295
    0.2745    0.7255


s =

    75

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2       0.000889286   0.000974223    0.00120349
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7292    0.2708
    0.2709    0.7291


s =

    76

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00741941    0.00303698     0.0033447
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7263    0.2737
    0.3122    0.6878


s =

    77

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2       0.000535784    0.00121713    0.00152856
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7312    0.2688
    0.2731    0.7269


s =

    78

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00301895    0.00214678    0.00245419
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7315    0.2685
    0.2967    0.7033


s =

    79

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00360265   0.000923469    0.00126207
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7693    0.2307
    0.2501    0.7499


s =

    80

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00341689   0.000129931    8.1715e-05
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7401    0.2599
    0.2414    0.7586

=========== Running FOLD 9 ==============
Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2         0.0273747   6.59852e-05    0.00106151
       3        1.5285e-05   0.000141423    0.00123616
       4       2.10015e-05   0.000236983    0.00146284
       5       3.08243e-05   0.000365959    0.00175246
       6       4.67071e-05   0.000546592    0.00211815
       7       7.18477e-05   0.000805051    0.00262161
       8       0.000111347    0.00117939    0.00330197
       9       0.000173265    0.00172454    0.00415019
      10       0.000270258    0.00251771    0.00520138
      11       0.000422029    0.00366151     0.0064889
      12       0.000658697    0.00527762    0.00803322
      13        0.00102452    0.00747534    0.00981975
      14        0.00157922     0.0102694     0.0117615
      15        0.00238884     0.0134286      0.013652
      16        0.00349022     0.0163153     0.0151435
      17        0.00481698     0.0179482     0.0158244
      18         0.0061229     0.0175524     0.0154418
      19        0.00701227     0.0152379      0.014144
      20        0.00713949     0.0118698     0.0124758
      21        0.00645748    0.00828379     0.0110431
      22        0.00530074    0.00501167     0.0101387
      23        0.00416239    0.00262005    0.00967215
      24        0.00334945    0.00288719     0.0093618
      25        0.00287574    0.00285636    0.00893685
      26        0.00260013    0.00260361    0.00823975
      27        0.00237885    0.00218699    0.00724973
      28        0.00213017    0.00167647    0.00605669
      29        0.00183632    0.00115022    0.00487737
      30        0.00151931   0.000674414    0.00376851
      31        0.00121275   0.000287836    0.00281207
      32       0.000942725   0.000156202    0.00211426
      33       0.000721336   0.000271471    0.00172463
      34       0.000549092   0.000367135    0.00142887
      35       0.000420007   0.000446882    0.00121131
      36       0.000325853   0.000514639    0.00105615
      37        0.00025859   0.000574206    0.00094953
      38       0.000211395   0.000628865   0.000880237
      39       0.000178882   0.000681152   0.000839475
      40       0.000156969   0.000732809   0.000820471
      41       0.000142627   0.000784848   0.000887114
      42       0.000133632    0.00083767   0.000968966
      43       0.000128354   0.000891187    0.00105174
      44       0.000125593   0.000944945    0.00113435
      45       0.000124456    0.00099822    0.00121559
      46       0.000124274    0.00105011    0.00129411
      47       0.000124541     0.0010996    0.00136857
      48       0.000124873    0.00114567    0.00143758
      49       0.000124983    0.00118731    0.00149988
      50       0.000124663    0.00122361    0.00155431
      51       0.000123771     0.0012538    0.00159992
      52       0.000122221    0.00127729    0.00163599
      53       0.000119978    0.00129367    0.00166207
      54       0.000117048    0.00130279    0.00167798
      55       0.000113473    0.00130465    0.00168383
      56       0.000109319     0.0012995    0.00167996
      57       0.000104673    0.00128771    0.00166695
      58       9.96325e-05    0.00126981    0.00164554
      59       9.42991e-05    0.00124642    0.00161659
      60       8.87737e-05    0.00121823    0.00158106
      61       8.31514e-05    0.00118595    0.00153992
      62       7.75185e-05     0.0011503    0.00149416
      63       7.19505e-05    0.00111196    0.00144473
      64       6.65108e-05    0.00107158    0.00139252
      65       6.12513e-05    0.00102978    0.00133834
      66       5.62119e-05   0.000987099    0.00128294
      67       5.14224e-05   0.000944006    0.00122696
      68       4.69028e-05   0.000900922    0.00117096
      69       4.26651e-05   0.000858201    0.00111542
      70       3.87143e-05   0.000816138    0.00106073
      71       3.50497e-05   0.000774977     0.0010072
      72       3.16661e-05   0.000734909   0.000955108
      73        2.8555e-05   0.000696085   0.000904638
      74       2.57048e-05   0.000658618   0.000855939
      75       2.31025e-05   0.000622585   0.000809114
      76       2.07337e-05   0.000588038   0.000764227
      77       1.85832e-05   0.000555004   0.000721315
      78       1.66358e-05   0.000523491   0.000680384
      79       1.48762e-05   0.000493491   0.000641423
      80       1.32894e-05   0.000464983   0.000604404
      81       1.18612e-05   0.000437934   0.000569283
      82       1.05776e-05   0.000412307   0.000536009
      83       9.42594e-06   0.000388054   0.000504522
      84        8.3939e-06   0.000365128   0.000474756
      85       7.47021e-06   0.000343474   0.000446642
      86        6.6444e-06   0.000323039    0.00042011
      87       5.90683e-06   0.000303768   0.000395088
      88       5.24868e-06   0.000285605   0.000371502
      89       4.66187e-06   0.000268495   0.000349283
      90       4.13906e-06   0.000252384    0.00032836
      91       3.67358e-06   0.000237221   0.000308664
      92       3.25939e-06   0.000222953    0.00029013
      93       2.89105e-06   0.000209532   0.000272694
      94       2.56365e-06   0.000196911   0.000256294
      95       2.27276e-06   0.000185044   0.000240873
      96       2.01443e-06   0.000173888   0.000226374
      97        1.7851e-06   0.000163402   0.000212743
      98       1.58158e-06   0.000153547   0.000199931
      99       1.40102e-06   0.000144285    0.00018789
     100       1.24088e-06   0.000135582   0.000176573
     101       1.09888e-06   0.000127405   0.000165937
     102       9.73009e-07   0.000119722   0.000155943
     103        8.6145e-07   0.000112503   0.000146552
     104       7.62596e-07    0.00010572   0.000137728
     105       6.75017e-07   9.93483e-05   0.000129436
     106       5.97439e-07   9.33617e-05   0.000121645
     107       5.28731e-07   8.78445e-05   0.000114324
     108       4.67888e-07   8.26728e-05   0.000107446
     109       4.14016e-07   7.78003e-05   0.000100982
     110       3.66322e-07   7.32105e-05   9.49092e-05
     111       3.24101e-07   6.88874e-05   8.92026e-05
     112       2.86731e-07   6.48163e-05   8.38403e-05
     113       2.53655e-07   6.09827e-05   7.88015e-05
     114       2.24384e-07   5.73732e-05   7.40666e-05
     115       1.98482e-07   5.39751e-05   6.96172e-05
     116       1.75562e-07   5.07763e-05    6.5436e-05
     117       1.55283e-07   4.77653e-05   6.15068e-05
     118       1.37341e-07   4.49313e-05   5.78143e-05
     119       1.21468e-07   4.22641e-05   5.43441e-05
     120       1.07427e-07   3.97541e-05   5.11002e-05
     121       9.50054e-08   3.73922e-05   4.80622e-05
     122       8.40181e-08   3.51697e-05   4.52037e-05
     123       7.42995e-08   3.30785e-05   4.25143e-05
     124       6.57036e-08    3.1111e-05   3.99841e-05
     125       5.81009e-08   2.92598e-05   3.76039e-05
     126       5.13769e-08   2.75184e-05   3.53646e-05
     127       4.54302e-08   2.58801e-05   3.32582e-05
     128        4.0171e-08   2.43389e-05   3.12768e-05
     129       3.55201e-08   2.28891e-05    2.9413e-05
     130       3.14072e-08   2.15254e-05     2.766e-05
     131       2.77702e-08   2.02427e-05   2.60111e-05
     132       2.45539e-08   1.90361e-05   2.44602e-05
     133       2.17099e-08   1.79013e-05   2.30015e-05
     134       1.91951e-08   1.68339e-05   2.16296e-05
     135       1.69714e-08     1.583e-05   2.03394e-05
     136       1.50052e-08   1.48859e-05   1.91259e-05
     137       1.32666e-08   1.39979e-05   1.79847e-05
     138       1.17294e-08   1.31627e-05   1.69114e-05
     139       1.03702e-08   1.23773e-05   1.59021e-05
     140       9.16843e-09   1.16387e-05    1.4953e-05
     141       8.10587e-09   1.09441e-05   1.40604e-05
     142       7.16641e-09   1.02909e-05    1.3221e-05
     143       6.33578e-09   9.67656e-06   1.24316e-05
     144        5.6014e-09   9.09887e-06   1.16893e-05
     145       4.95211e-09   8.55563e-06   1.09913e-05
     146       4.37806e-09   8.04478e-06   1.03349e-05
     147       3.87054e-09   7.56439e-06    9.7177e-06
     148       3.42183e-09   7.11266e-06    9.1373e-06
     149       3.02513e-09   6.68788e-06   8.59154e-06
     150       2.67441e-09   6.28844e-06   8.07834e-06
     151       2.36434e-09   5.91284e-06   7.59577e-06
     152       2.09021e-09   5.55965e-06   7.14201e-06
     153       1.84786e-09   5.22754e-06   6.71534e-06
     154        1.6336e-09   4.91525e-06   6.31414e-06
     155       1.44419e-09   4.62161e-06   5.93689e-06
     156       1.27673e-09    4.3455e-06   5.58217e-06
     157       1.12868e-09   4.08587e-06   5.24863e-06
     158       9.97804e-10   3.84175e-06   4.93501e-06
     159       8.82099e-10    3.6122e-06   4.64013e-06
     160       7.79806e-10   3.39636e-06   4.36285e-06
     161       6.89381e-10   3.19342e-06   4.10214e-06
     162       6.09434e-10   3.00259e-06   3.85699e-06
     163        5.3876e-10   2.82316e-06    3.6265e-06
     164       4.76281e-10   2.65445e-06   3.40977e-06
     165       4.21045e-10   2.49582e-06   3.20599e-06
     166       3.72216e-10   2.34667e-06   3.01439e-06
     167       3.29051e-10   2.20642e-06   2.83423e-06
     168       2.90889e-10   2.07456e-06   2.66484e-06
     169       2.57153e-10   1.95057e-06   2.50557e-06
     170       2.27329e-10   1.83399e-06   2.35581e-06
     171       2.00965e-10   1.72438e-06   2.21501e-06
     172       1.77656e-10   1.62132e-06   2.08262e-06
     173       1.57053e-10   1.52441e-06   1.95814e-06
     174       1.38838e-10    1.4333e-06   1.84109e-06
     175       1.22735e-10   1.34763e-06   1.73105e-06
     176       1.08499e-10   1.26708e-06   1.62758e-06
     177       9.59172e-11   1.19134e-06   1.53029e-06
     178       8.47916e-11   1.12013e-06   1.43882e-06
     179       7.49574e-11   1.05318e-06   1.35281e-06
     180       6.62633e-11   9.90224e-07   1.27195e-06
     181       5.85778e-11   9.31033e-07   1.19592e-06
     182       5.17841e-11   8.75381e-07   1.12443e-06
     183       4.57782e-11   8.23054e-07   1.05722e-06
     184       4.04681e-11   7.73855e-07   9.94018e-07
Algorithm converged after 184 iterations.

estr =

    0.7418    0.2582
    0.2644    0.7356


esem =

    0.5812    0.2943    0.1245    0.0000    0.0000
    0.0000    0.0000    0.1686    0.2853    0.5461


s =

    81

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00105209   0.000837415     0.0010847
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7288    0.2712
    0.2512    0.7488


s =

    82

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00186819    0.00408663     0.0043704
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7570    0.2430
    0.2639    0.7361


s =

    83

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00961862    0.00195381    0.00163689
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7425    0.2575
    0.2834    0.7166


s =

    84

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00283161    0.00111961   0.000936849
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7857    0.2143
    0.2881    0.7119


s =

    85

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00282849   0.000909195    0.00114698
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7498    0.2502
    0.2706    0.7294


s =

    86

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00245875   0.000329098   0.000230864
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7146    0.2854
    0.2584    0.7416


s =

    87

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00595877    0.00246273     0.0028795
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7625    0.2375
    0.2872    0.7128


s =

    88

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2         0.0029675      0.001043    0.00111685
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7440    0.2560
    0.2779    0.7221


s =

    89

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00148025     0.0036513    0.00405693
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7613    0.2387
    0.2667    0.7333


s =

    90

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2         0.0148715    0.00315377    0.00274202
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7785    0.2215
    0.2900    0.7100

=========== Running FOLD 10 ==============
Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2         0.0272747   6.56187e-05    0.00105993
       3       1.52064e-05   0.000140531    0.00123209
       4       2.08642e-05   0.000235395    0.00145643
       5       3.06091e-05   0.000363473    0.00174372
       6       4.63821e-05   0.000542955    0.00210698
       7       7.13637e-05   0.000799934    0.00261532
       8        0.00011063    0.00117236    0.00329362
       9       0.000172209    0.00171507    0.00413961
      10       0.000268713    0.00250514    0.00518863
      11       0.000419804    0.00364518    0.00647448
      12       0.000655571    0.00525705     0.0080185
      13        0.00102032    0.00745061     0.0098076
      14        0.00157403     0.0102416      0.011757
      15        0.00238336     0.0133995     0.0136632
      16        0.00348621     0.0162843     0.0151807
      17        0.00481712     0.0179069     0.0158976
      18        0.00612902     0.0174822     0.0155565
      19        0.00702276     0.0151217     0.0142968
      20         0.0071501     0.0117114     0.0126555
      21        0.00646734    0.00811249     0.0112368
      22        0.00531634    0.00486427     0.0103351
      23        0.00419156    0.00269896    0.00985845
      24        0.00339251    0.00294136    0.00952177
      25        0.00292506    0.00288846    0.00905311
      26        0.00264532    0.00261202    0.00829972
      27        0.00241132    0.00217259    0.00725118
      28        0.00214556    0.00164453    0.00600898
      29          0.001835     0.0011086    0.00478985
      30        0.00150503   0.000630652    0.00366463
      31        0.00119053    0.00024727    0.00270692
      32       0.000917054    0.00018983    0.00205902
